-20,4480,0.94939
0,4480,0.94939
20,4554,0.95128
40,4361,0.944
60,4157,0.94347
80,4219,0.93242
100,4140,0.92792
120,4049,0.92274
140,3783,0.92344
160,3727,0.90894
180,3701,0.90711
200,3238,0.82853
220,3069,0.81045
240,2959,0.79221
