-60,2462,0.82713
-40,2462,0.82713
-20,2591,0.80918
0,2501,0.78776
20,2679,0.79034
40,2670,0.78282
60,2633,0.78853
80,2636,0.74831
100,2556,0.75863
120,2480,0.73086
140,2461,0.71569
