-60,5266,0.98655
-40,5266,0.98655
-20,5220,0.98587
0,4913,0.98151
20,4864,0.97891
40,4316,0.9719
60,3905,0.96932
80,3793,0.9722
100,3596,0.95997
120,2630,0.69188
140,2443,0.54564
160,2539,0.54749
180,2533,0.56648
200,2526,0.55641
