-60,2647,0.89031
-40,2647,0.89031
-20,2573,0.89208
0,2640,0.89774
20,2642,0.8436
40,2642,0.77389
60,2867,0.67956
80,2870,0.6789
100,2821,0.61507
120,2693,0.59637
140,2677,0.58796
160,2776,0.5748
180,2945,0.53618
200,2955,0.5557
