-60,4766,0.47799
-40,4766,0.47799
-20,4850,0.51116
0,4312,0.53423
20,4597,0.57449
40,4240,0.51763
60,4222,0.46103
80,3998,0.53185
100,4120,0.55025
120,3612,0.63272
140,3372,0.49151
160,3233,0.66979
180,2886,0.59595
200,2871,0.58994
