-60,6095,0.98175
-40,6095,0.98175
-20,5393,0.97566
0,5319,0.97865
20,5261,0.97815
40,5266,0.97608
60,4219,0.92789
80,3952,0.87153
100,3850,0.89306
120,3428,0.87638
140,3249,0.88995
160,3007,0.87781
180,2822,0.79874
200,2828,0.77492
