-60,3570,0.78466
-40,3570,0.78466
-20,3274,0.80658
0,2908,0.6852
20,2940,0.67
40,2895,0.63398
60,2977,0.61787
80,2903,0.6077
100,2928,0.56964
120,2831,0.43961
140,2650,0.3457
160,2510,0.37818
180,2274,0.44422
200,2332,0.28285
