-60,4110,0.78378
-40,4110,0.78378
-20,4410,0.82523
0,4636,0.83199
20,4496,0.83068
40,4039,0.83259
60,3950,0.83198
80,3541,0.68322
100,3507,0.6502
120,3511,0.65932
140,3427,0.62425
