-60,5447,0.95828
-40,5447,0.95828
-20,5621,0.95876
0,5737,0.94354
20,5553,0.95189
40,5433,0.95398
60,5308,0.95198
80,5214,0.95813
100,4923,0.96315
120,4473,0.95551
140,3336,0.86184
