-60,3410,0.93613
-40,3410,0.93613
-20,3160,0.93837
0,3235,0.91947
20,3105,0.91394
40,2786,0.80938
60,2844,0.8681
80,2819,0.78747
100,2691,0.65425
120,2416,0.54179
140,2285,0.25121
160,2173,0.31226
180,2195,0.37313
200,2146,0.3462
