-60,4422,0.72434
-40,4422,0.72434
-20,4020,0.60405
0,3655,0.63259
20,3700,0.59247
40,3619,0.5978
60,3494,0.62379
80,3353,0.60051
100,3104,0.63586
120,2767,0.57651
140,2648,0.47645
160,2542,0.47429
180,2479,0.43611
200,2434,0.32093
