-60,6810,0.68761
-40,6810,0.68761
-20,6576,0.68448
0,6203,0.72695
20,6118,0.78069
40,6121,0.73486
60,5763,0.73482
80,5437,0.73012
100,4882,0.76964
120,4523,0.7137
140,3993,0.61158
160,3550,0.45345
180,3398,0.59962
200,3118,0.60863
